Date,Open,High,Low,Close,Volume
05/28/2002,53.59,53.69,51.75,52.32,24801000
05/29/2002,51.65,52.72,51.55,52.05,22696600
05/30/2002,51.64,53.36,51.43,52.64,31606500
05/31/2002,52.90,53.42,50.88,50.91,33234000
06/03/2002,50.99,51.64,49.17,49.42,44219500
06/04/2002,49.50,51.23,49.24,49.98,44004200
06/05/2002,50.43,51.75,50.33,51.66,33484700
06/06/2002,51.50,52.14,50.00,51.90,39351700
06/07/2002,49.89,52.60,49.86,51.98,48917200
06/10/2002,51.65,53.30,51.46,52.82,35912700
06/11/2002,53.24,54.18,52.42,52.57,37184100
06/12/2002,52.58,55.78,52.50,55.54,68099300
06/13/2002,54.84,55.48,54.20,54.22,39885800
06/14/2002,53.15,55.55,53.00,55.25,54716800
06/17/2002,55.66,56.44,55.37,55.68,47243300
06/18/2002,55.53,56.29,55.35,55.99,38759200
06/19/2002,55.47,55.94,54.32,54.36,40623500
06/20/2002,54.37,55.10,53.90,54.10,43200600
06/21/2002,53.40,54.55,52.28,52.28,58410000
06/24/2002,52.09,54.64,51.85,54.16,52261600
06/25/2002,54.70,55.00,52.80,52.95,42012600
06/26/2002,51.05,54.39,51.05,54.13,56065700
06/27/2002,54.60,54.94,52.86,54.92,47906200
06/28/2002,54.55,55.79,54.00,54.70,44777800
07/01/2002,54.12,54.39,52.58,52.66,33236900
07/02/2002,52.38,52.92,51.33,51.44,41407100
07/03/2002,51.24,52.52,50.45,51.84,40468300
07/05/2002,53.09,54.90,53.05,54.85,17836800
07/08/2002,54.41,54.93,52.58,52.92,31599700
07/09/2002,53.31,54.73,52.97,53.21,42638600
07/10/2002,53.69,54.20,52.13,52.24,45336700
07/11/2002,52.04,53.07,51.25,52.91,64775300
07/12/2002,53.37,53.73,51.48,51.86,47866900
07/15/2002,51.39,51.86,48.00,51.80,68482800
07/16/2002,51.31,52.80,50.64,51.25,48577300
07/17/2002,52.52,53.30,51.17,52.00,49017400
07/18/2002,52.06,52.74,50.66,51.11,45526800
07/19/2002,49.87,50.89,48.81,49.56,56271700
07/22/2002,48.95,49.99,45.90,47.51,90034900
07/23/2002,46.49,46.80,42.97,43.01,84030800
07/24/2002,41.75,46.36,41.41,46.23,101153900
07/25/2002,45.45,45.71,42.44,42.83,81705700
07/26/2002,43.74,45.41,43.68,45.35,61769000
07/29/2002,46.85,48.30,46.55,48.25,56074300
07/30/2002,47.55,48.83,47.33,48.10,61345300
07/31/2002,47.61,48.00,46.36,47.98,46937800
08/01/2002,47.58,48.09,45.50,45.75,46001400
08/02/2002,45.51,45.85,43.80,44.41,42973800
08/05/2002,44.29,45.17,43.81,43.99,39470800
08/06/2002,44.90,47.25,44.84,45.67,44357900
08/07/2002,47.00,47.30,45.16,47.09,43174700
08/08/2002,47.11,49.00,46.41,48.91,44374000
08/09/2002,48.15,49.15,47.66,48.12,34524700

